prof_id,week_day,hour,semester,academic_year,module,degree,room,degree_year
67,Thu,11,1,2023/2024,Metodi matematici e statistici in biologia,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula M [Borgo Roma - Ca' Vignal 2],3
67,Thu,12,1,2023/2024,Metodi matematici e statistici in biologia,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula M [Borgo Roma - Ca' Vignal 2],3
67,Tue,14,1,2023/2024,Metodi matematici e statistici in biologia,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula E [Borgo Roma - Ca' Vignal 1],3
67,Tue,15,1,2023/2024,Metodi matematici e statistici in biologia,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula E [Borgo Roma - Ca' Vignal 1],3
89,Mon,10,1,2023/2024,Digital transformation and IT change,Laurea magistrale in Data Science [955] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],"[1,2]"
89,Mon,11,1,2023/2024,Digital transformation and IT change,Laurea magistrale in Data Science [955] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],"[1,2]"
89,Thu,15,1,2023/2024,Digital transformation and IT change,Laurea magistrale in Data Science [955] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],"[1,2]"
89,Thu,16,1,2023/2024,Digital transformation and IT change,Laurea magistrale in Data Science [955] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],"[1,2]"
90,Mon,13,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
90,Mon,14,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
90,Mon,15,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
90,Thu,8,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
90,Thu,9,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
90,Thu,10,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
90,Thu,12,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
90,Thu,13,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
90,Thu,14,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
90,Wed,8,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
90,Wed,9,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
90,Wed,10,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
47,Mon,8,1,2023/2024,Clinical molecular biology,Laurea magistrale in Molecular and medical biotechnology [698] Corsi di laurea magistrale - UNICO,Aula T.02 [Borgo Roma - Ca' Vignal 3],1
47,Mon,9,1,2023/2024,Clinical molecular biology,Laurea magistrale in Molecular and medical biotechnology [698] Corsi di laurea magistrale - UNICO,Aula T.02 [Borgo Roma - Ca' Vignal 3],1
47,Tue,8,1,2023/2024,Clinical molecular biology,Laurea magistrale in Molecular and medical biotechnology [698] Corsi di laurea magistrale - UNICO,Aula T.02 [Borgo Roma - Ca' Vignal 3],1
47,Tue,9,1,2023/2024,Clinical molecular biology,Laurea magistrale in Molecular and medical biotechnology [698] Corsi di laurea magistrale - UNICO,Aula T.02 [Borgo Roma - Ca' Vignal 3],1
73,Mon,11,1,2023/2024,Planning and Automated Reasoning PLANNING,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula C [Borgo Roma - Ca' Vignal 1],1
73,Mon,12,1,2023/2024,Planning and Automated Reasoning PLANNING,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula C [Borgo Roma - Ca' Vignal 1],1
73,Wed,16,1,2023/2024,Planning and Automated Reasoning PLANNING,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula C [Borgo Roma - Ca' Vignal 1],1
73,Wed,17,1,2023/2024,Planning and Automated Reasoning PLANNING,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula C [Borgo Roma - Ca' Vignal 1],1
73,Wed,18,1,2023/2024,Planning and Automated Reasoning PLANNING,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula C [Borgo Roma - Ca' Vignal 1],1
91,Tue,11,1,2023/2024,Calcolo numerico II con laboratorio,Laurea in Matematica Applicata [418] Corsi di laurea - ECONOMICO-FINANZIARIO,Aula D [Borgo Roma - Ca' Vignal 1],2
91,Tue,12,1,2023/2024,Calcolo numerico II con laboratorio,Laurea in Matematica Applicata [418] Corsi di laurea - ECONOMICO-FINANZIARIO,Aula D [Borgo Roma - Ca' Vignal 1],2
91,Wed,8,1,2023/2024,Calcolo numerico II con laboratorio,Laurea in Matematica Applicata [418] Corsi di laurea - ECONOMICO-FINANZIARIO,Aula Delta [Borgo Roma - Ca' Vignal 3 - Piramide],2
91,Wed,9,1,2023/2024,Calcolo numerico II con laboratorio,Laurea in Matematica Applicata [418] Corsi di laurea - ECONOMICO-FINANZIARIO,Aula Delta [Borgo Roma - Ca' Vignal 3 - Piramide],2
91,Wed,16,1,2023/2024,Calcolo numerico II con laboratorio,Laurea in Matematica Applicata [418] Corsi di laurea - ECONOMICO-FINANZIARIO,Aula F [Borgo Roma - Ca' Vignal 1],2
91,Tue,11,1,2023/2024,Calcolo numerico II con laboratorio,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula D [Borgo Roma - Ca' Vignal 1],2
91,Tue,12,1,2023/2024,Calcolo numerico II con laboratorio,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula D [Borgo Roma - Ca' Vignal 1],2
91,Wed,8,1,2023/2024,Calcolo numerico II con laboratorio,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula Delta [Borgo Roma - Ca' Vignal 3 - Piramide],2
91,Wed,9,1,2023/2024,Calcolo numerico II con laboratorio,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula Delta [Borgo Roma - Ca' Vignal 3 - Piramide],2
91,Wed,16,1,2023/2024,Calcolo numerico II con laboratorio,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula F [Borgo Roma - Ca' Vignal 1],2
19,Fri,12,1,2023/2024,Probability for data science,Laurea magistrale in Data Science [955] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],1
19,Fri,13,1,2023/2024,Probability for data science,Laurea magistrale in Data Science [955] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],1
19,Thu,10,1,2023/2024,Probability for data science,Laurea magistrale in Data Science [955] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],1
19,Thu,11,1,2023/2024,Probability for data science,Laurea magistrale in Data Science [955] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],1
19,Thu,12,1,2023/2024,Probability for data science,Laurea magistrale in Data Science [955] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],1
19,Thu,16,1,2023/2024,Sistemi stocastici,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula F [Borgo Roma - Ca' Vignal 1],3
19,Thu,17,1,2023/2024,Sistemi stocastici,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula F [Borgo Roma - Ca' Vignal 1],3
19,Tue,11,1,2023/2024,Sistemi stocastici,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula F [Borgo Roma - Ca' Vignal 1],3
19,Tue,12,1,2023/2024,Sistemi stocastici,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula F [Borgo Roma - Ca' Vignal 1],3
19,Thu,16,1,2023/2024,Sistemi stocastici,Laurea in Matematica Applicata [418] Corsi di laurea - ECONOMICO-FINANZIARIO,Aula F [Borgo Roma - Ca' Vignal 1],3
19,Thu,17,1,2023/2024,Sistemi stocastici,Laurea in Matematica Applicata [418] Corsi di laurea - ECONOMICO-FINANZIARIO,Aula F [Borgo Roma - Ca' Vignal 1],3
19,Tue,11,1,2023/2024,Sistemi stocastici,Laurea in Matematica Applicata [418] Corsi di laurea - ECONOMICO-FINANZIARIO,Aula F [Borgo Roma - Ca' Vignal 1],3
19,Tue,12,1,2023/2024,Sistemi stocastici,Laurea in Matematica Applicata [418] Corsi di laurea - ECONOMICO-FINANZIARIO,Aula F [Borgo Roma - Ca' Vignal 1],3
92,Mon,13,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
92,Mon,14,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
92,Mon,15,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
92,Thu,12,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
92,Thu,13,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
92,Thu,14,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
93,Thu,10,1,2023/2024,Programmazione PROGRAMMAZIONE PER BIOINFORMATICA,Laurea in Bioinformatica [419] Corsi di laurea - UNICO,Aula Gino Tessari [Borgo Roma - Ca' Vignal 2],1
93,Thu,11,1,2023/2024,Programmazione PROGRAMMAZIONE PER BIOINFORMATICA,Laurea in Bioinformatica [419] Corsi di laurea - UNICO,Aula Gino Tessari [Borgo Roma - Ca' Vignal 2],1
93,Wed,14,1,2023/2024,Programmazione PROGRAMMAZIONE PER BIOINFORMATICA,Laurea in Bioinformatica [419] Corsi di laurea - UNICO,Aula Gino Tessari [Borgo Roma - Ca' Vignal 2],1
95,Thu,8,1,2023/2024,Computational epistemology and philosophy,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula T.03 [Borgo Roma - Ca' Vignal 3],"[1,2]"
95,Thu,9,1,2023/2024,Computational epistemology and philosophy,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula T.03 [Borgo Roma - Ca' Vignal 3],"[1,2]"
95,Thu,10,1,2023/2024,Computational epistemology and philosophy,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula T.03 [Borgo Roma - Ca' Vignal 3],"[1,2]"
34,Tue,15,1,2023/2024,Biologia sintetica della produttività vegetale Teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],2
34,Tue,16,1,2023/2024,Biologia sintetica della produttività vegetale Teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],2
34,Wed,15,1,2023/2024,Biologia sintetica della produttività vegetale Teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula I [Borgo Roma - Ca' Vignal 2],2
34,Wed,16,1,2023/2024,Biologia sintetica della produttività vegetale Teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula I [Borgo Roma - Ca' Vignal 2],2
49,Thu,10,1,2023/2024,Fondamenti di linguaggi di programmazione e specifica Teoria,Laurea magistrale in Ingegneria e scienze informatiche [417] Corsi di laurea magistrale - Classe LM-32,Aula I [Borgo Roma - Ca' Vignal 2],1
49,Thu,11,1,2023/2024,Fondamenti di linguaggi di programmazione e specifica Teoria,Laurea magistrale in Ingegneria e scienze informatiche [417] Corsi di laurea magistrale - Classe LM-32,Aula I [Borgo Roma - Ca' Vignal 2],1
49,Thu,12,1,2023/2024,Fondamenti di linguaggi di programmazione e specifica Teoria,Laurea magistrale in Ingegneria e scienze informatiche [417] Corsi di laurea magistrale - Classe LM-32,Aula I [Borgo Roma - Ca' Vignal 2],1
49,Tue,10,1,2023/2024,Fondamenti di linguaggi di programmazione e specifica Teoria,Laurea magistrale in Ingegneria e scienze informatiche [417] Corsi di laurea magistrale - Classe LM-32,Aula I [Borgo Roma - Ca' Vignal 2],1
49,Tue,11,1,2023/2024,Fondamenti di linguaggi di programmazione e specifica Teoria,Laurea magistrale in Ingegneria e scienze informatiche [417] Corsi di laurea magistrale - Classe LM-32,Aula I [Borgo Roma - Ca' Vignal 2],1
49,Tue,12,1,2023/2024,Fondamenti di linguaggi di programmazione e specifica Teoria,Laurea magistrale in Ingegneria e scienze informatiche [417] Corsi di laurea magistrale - Classe LM-32,Aula I [Borgo Roma - Ca' Vignal 2],1
96,Thu,8,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
96,Thu,9,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
96,Thu,10,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
96,Wed,8,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
96,Wed,9,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
96,Wed,10,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
97,Mon,13,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
97,Mon,14,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
97,Tue,8,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
97,Tue,9,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
97,Tue,10,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
97,Mon,13,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
97,Mon,14,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
97,Tue,8,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
97,Tue,9,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
97,Tue,10,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
98,Mon,11,1,2023/2024,Chimica inorganica e organica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula magna [Borgo Roma - Ca' Vignal 3],1
98,Mon,12,1,2023/2024,Chimica inorganica e organica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula magna [Borgo Roma - Ca' Vignal 3],1
98,Wed,12,1,2023/2024,Chimica inorganica e organica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula magna [Borgo Roma - Ca' Vignal 3],1
98,Wed,13,1,2023/2024,Chimica inorganica e organica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula magna [Borgo Roma - Ca' Vignal 3],1
98,Mon,11,1,2023/2024,Chimica inorganica e organica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula magna [Borgo Roma - Ca' Vignal 3],1
98,Mon,12,1,2023/2024,Chimica inorganica e organica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula magna [Borgo Roma - Ca' Vignal 3],1
98,Wed,12,1,2023/2024,Chimica inorganica e organica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula magna [Borgo Roma - Ca' Vignal 3],1
98,Wed,13,1,2023/2024,Chimica inorganica e organica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula magna [Borgo Roma - Ca' Vignal 3],1
13,Thu,11,1,2023/2024,Fundamental algorithms for bioinformatics Algorithm design,Laurea magistrale in Medical bioinformatics [769] Corsi di laurea magistrale - UNICO,Aula T.06 [Borgo Roma - Ca' Vignal 3],1
13,Thu,12,1,2023/2024,Fundamental algorithms for bioinformatics Algorithm design,Laurea magistrale in Medical bioinformatics [769] Corsi di laurea magistrale - UNICO,Aula T.06 [Borgo Roma - Ca' Vignal 3],1
13,Tue,16,1,2023/2024,Fundamental algorithms for bioinformatics Algorithm design,Laurea magistrale in Medical bioinformatics [769] Corsi di laurea magistrale - UNICO,Aula T.06 [Borgo Roma - Ca' Vignal 3],1
13,Tue,17,1,2023/2024,Fundamental algorithms for bioinformatics Algorithm design,Laurea magistrale in Medical bioinformatics [769] Corsi di laurea magistrale - UNICO,Aula T.06 [Borgo Roma - Ca' Vignal 3],1
40,Tue,11,1,2023/2024,Algebra lineare con elementi di geometria ALGEBRA LINEARE,Laurea in Matematica Applicata [418] Corsi di laurea - ECONOMICO-FINANZIARIO,Aula E [Borgo Roma - Ca' Vignal 1],1
40,Tue,12,1,2023/2024,Algebra lineare con elementi di geometria ALGEBRA LINEARE,Laurea in Matematica Applicata [418] Corsi di laurea - ECONOMICO-FINANZIARIO,Aula E [Borgo Roma - Ca' Vignal 1],1
40,Tue,11,1,2023/2024,Algebra lineare con elementi di geometria ALGEBRA LINEARE,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula E [Borgo Roma - Ca' Vignal 1],1
40,Tue,12,1,2023/2024,Algebra lineare con elementi di geometria ALGEBRA LINEARE,Laurea in Matematica Applicata [418] Corsi di laurea - MODELLISTICO-COMPUTAZIONALE,Aula E [Borgo Roma - Ca' Vignal 1],1
99,Fri,8,1,2023/2024,Epidemiological methods and biostatistics,Laurea magistrale in Medical bioinformatics [769] Corsi di laurea magistrale - UNICO,Aula T.06 [Borgo Roma - Ca' Vignal 3],1
99,Fri,9,1,2023/2024,Epidemiological methods and biostatistics,Laurea magistrale in Medical bioinformatics [769] Corsi di laurea magistrale - UNICO,Aula T.06 [Borgo Roma - Ca' Vignal 3],1
99,Wed,13,1,2023/2024,Epidemiological methods and biostatistics,Laurea magistrale in Medical bioinformatics [769] Corsi di laurea magistrale - UNICO,Aula T.06 [Borgo Roma - Ca' Vignal 3],1
99,Wed,14,1,2023/2024,Epidemiological methods and biostatistics,Laurea magistrale in Medical bioinformatics [769] Corsi di laurea magistrale - UNICO,Aula T.06 [Borgo Roma - Ca' Vignal 3],1
99,Wed,15,1,2023/2024,Epidemiological methods and biostatistics,Laurea magistrale in Medical bioinformatics [769] Corsi di laurea magistrale - UNICO,Aula T.06 [Borgo Roma - Ca' Vignal 3],1
63,Fri,8,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Fri,9,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Mon,8,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Mon,9,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Mon,10,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Wed,8,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Wed,9,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Wed,10,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Fri,8,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Fri,9,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Mon,8,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Mon,9,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Mon,10,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Wed,8,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Wed,9,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
63,Wed,10,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
100,Fri,14,1,2023/2024,Microbial biotechnology,Laurea magistrale in Molecular and medical biotechnology [698] Corsi di laurea magistrale - UNICO,Aula T.02 [Borgo Roma - Ca' Vignal 3],1
100,Fri,15,1,2023/2024,Microbial biotechnology,Laurea magistrale in Molecular and medical biotechnology [698] Corsi di laurea magistrale - UNICO,Aula T.02 [Borgo Roma - Ca' Vignal 3],1
